col1,col2,col3,col4,col5,col6,col7,col8,col9,col10,col11,col12,col13,col14
Aha, D. W., Kibler, D., & Albert," M.	Instance-based learning algorithms.	6 (1).	?","	?","	Machine Learning","	?","	?","	?","	?","	?","	?"
Aha, D. W., Kibler, D., & Albert," M.	Instance-based learning algorithms.	6 (1).	?","	?","	Machine Learning","	?","	?","	?","	?","	?","	?"
Aha, D. W., Kibler, D., & Albert," M.	Instance-based learning algorithms.	7","	37-66.	?","	Machine Learning","	?","	?","	?","	?","	?","	?"
Aha, D. W., Kibler, D., & Albert," M.	`Instance-based learning algorithms-.	7","	37-66.	?","	Machine Learning","	?","	?","	?","	?","	?","	?"
Aha, D. W., Kibler, D., & Albert," M.	Instance-based learning algorithms.	6","	37-66.	?","	Machine Learning","	?","	?","	?","	?","	?","	?"
Aha, D. W., Kibler, D., & Albert," M. K.	Instance-Based Learning Algorithms.	6","	37-66.	?","	Machine Learning","	?","	?","	?","	?","	?","	?"
Aha, D. W., Kibler, D., & Albert," M. K.	Instance-Based Learning Algorithms.	6","	37-66.	?","	Machine Learning","	?","	?","	?","	?","	?","	?"
Aha, D. W., Kibler, D., & Albert," M. K.	Instance-based learning algorithms.	6 ","	37-66.	?","	Machine Learning","	?","	?","	?","	?","	?","	?"
Aha, D. W., Kibler, D., & Albert," M. K.	Instance-based learning algorithms.	6 ","	37-66.	?","	Machine Learning","	?","	?","	?","	?","	?","	?"
Aha, D. W., Kibler, D., & Albert," M. K.	Instance-based learning algorithms.	6 ","	37-66.	?","	Machine Learning","	?","	?","	?","	?","	?","	?"
Aha, D. W., Kibler, D., & Albert," M. K.	Instance-based learning algorithms.	6","	37-66.	?","	Machine Learning","	?","	?","	?","	?","	?","	?"
Aha, D. W., Kibler, D., & Albert," M. K.	Instance-based learning algorithms.	6","	37-66.	?","	Machine Learning","	?","	?","	?","	?","	?","	?"
Aha, D. W., Kibler, D., & Albert," M. K.	Instance-based learning algorithms.	6","	37-66.	?","	Machine Learning","	?","	?","	?","	?","	?","	?"
Aha, D. W., Kibler, D., & Albert," M. K.	Instance-based learning algorithms.	6","	37-66.	?","	Machine Learning","	?","	?","	?","	?","	?","	?"
Aha, D. W., Kibler, D., & Albert," M. K.	Instance-based learning algorithms.	6","	37-66.	?","	Machine Learning","	?","	?","	?","	?","	?","	?"
Aha, D. W., Kibler, D., & Albert," M. K.	Instance-based learning algorithms.	6","	37-66.	?","	Machine Learning","	?","	?","	?","	?","	?","	?"
Aha, D. W., Kibler, D., & Albert," M. K.	Instance-based learning algorithms.	6","	37-66.	?","	Machine Learning","	?","	?","	?","	?","	?","	?"
Aha, D. W., Kibler, D., & Albert," M. K.	Instance-based learning algorithms.	6","	37-66.	?","	Machine Learning","	?","	?","	?","	?","	?","	?"
Aha, D. W., Kibler, D., & Albert," M. K.	Instance-based learning algorithms.	6","	37-66.	?","	Machine Learning","	?","	?","	?","	?","	?","	?"
Aha, D. W., Kibler, D., & Albert," M. K.	Instance-based learning algorithms.	6","	37-66.	?","	Machine Learning","	?","	?","	?","	?","	?","	?"
Aha, D. W., Kibler, D., & Albert," M. K.	Instance-based learning algorithms.	6","	37-66.	?","	Machine Learning","	?","	?","	?","	?","	?","	?"
Aha, D. W., Kibler, D., & Albert," M. K.	Instance-based learning algorithms.	6","	37-66.	?","	Machine Learning","	?","	?","	?","	?","	?","	?"
Aha, D. W., Kibler, D., & Albert," M. K.	Instance-based learning algorithms.	6","	37-66.	?","	Machine Learning","	?","	?","	?","	?","	?","	?"
Aha, D. W., Kibler, D., & Albert," M. K.	Instance-based learning algorithms.	6","	37-66.	?","	Machine Learning","	?","	?","	?","	?","	?","	?"
Aha, D. W., Kibler, D., & Albert," M. K.	Instance-based learning algorithms.	6","	37-66.	?","	Machine Learning","	?","	?","	?","	?","	?","	?"
Aha, D. W., Kibler, D., & Albert," M. K.	Instance-based learning algorithms.	6","	37-66.	?","	Machine Learning","	?","	?","	?","	?","	?","	?"
Aha, D. W., Kibler, D., & Albert," M. K.	Instance-based learning algorithms.	6","	37-66.	?","	Machine Learning","	?","	?","	?","	?","	?","	?"
Aha, D. W., Kibler, D., & Albert," M. K.	Instance-based learning algorithms.	6","	37-66.	?","	Machine Learning","	?","	?","	?","	?","	?","	?"
Aha, D. W., Kibler, D., & Albert," M. K.	Instance-based learning algorithms.	6","	37-66.	?","	Machine Learning","	?","	?","	?","	?","	?","	?"
Aha, D. W., Kibler, D., & Albert," M. K.	Instance-based learning algorithms.	6","	37-66.	?","	Machine Learning","	?","	?","	?","	?","	?","	?"
Aha, D. W., Kibler, D., & Albert," M. K.	Instance-based learning algorithms.	6 ","	37-66.	?","	Machine Learning ","	?","	?","	?","	?","	?","	?"
Aha, D. W., Kibler, D., & Albert," M. K.	Instance-based learning algorithms.	6 ","	37-66.	?","	Machine Learning ","	?","	?","	?","	?","	?","	?"
Aha, D. W., Kibler, D., and Albert," M. K.	Instance-Based Learning Algorithms.	6","	37-66.	?","	Machine Learning	?","	?","	?","	?","	?","	?","	?"
Aha, D. W., Kibler, D., and Albert," M. K.	Instance-Based Learning Algorithms.	6(1)","	37-66.	?","	Machine Learning	?","	?","	?","	?","	?","	?","	?"
Aha, D. W., Kibler, D., and Albert," M. K.	Instance-based learning algorithms","	6(1)","	37-66.	?","	Machine Learning	?","	?","	?","	?","	?","	?"
Aha, D., Kibler D., and Albert," M.K	Instance-Based Learning.	6(1)","	pp.37-66.	?","	Machine Learning	?","	?","	?","	?","	?","	?","	?","	?"
Aha, D., Kibler, D. & Albert," M.	Instance-Based Learning Algorithms.	6","	37-66.	?","	Machine Learning	?","	?","	?","	?","	?","	?","	?","	?"
Aha, D., Kibler, D., & Albert," M.	Instance-Based Learning Algorithms.	6 (1):	pp. 37-66.	?","	Machine Learning	?","	?","	?","	?","	?","	?","	?","	?"
Aha, D., Kibler, D., & Albert," M.	Instance-Based Learning Algorithms.	6 (1):	pp. 37-66.	?","	Machine Learning	?","	?","	?","	?","	?","	?","	?","	?"
Aha, D., Kibler, D., & Albert," M.	Instance-Based Learning Algorithms.	6 (1):	pp. 37-66.	?","	Machine Learning	?","	?","	?","	?","	?","	?","	?","	?"
Aha, D., Kibler, D., & Albert," M.	Instance-Based Learning Algorithms.	6(1)","	37-66.	?","	Machine Learning","	?","	?","	?","	?","	?","	?"
Aha, D., Kibler, D., & Albert," M.	Instance-based learning algorithms.	6","	37-66.	?","	Machine learning","	?","	?","	?","	?","	?","	?"
Aha, D., Kibler, D., & Albert," M.	Instance-based Learning Algorithms.	7","	37-66.	?","	Machine Learning","	?","	?","	?","	?","	?","	?"
Aha, D., Kibler, D., and Albert," M.	Instance-Based Learning Algorithms.	6","	37-66.	?","	Machine Learning	?","	?","	?","	?","	?","	?","	?"
Aha, D., Kibler, D., and Albert," M.	Instance-based learning algorithms.	7","	pp. 37-66.	?","	Machine Learning","	?","	?","	?","	?","	?","	?"
Aha, D., Kibler, D., and Albert," M.	Instance-based learning algorithms.	7","	pp. 37-66.	?","	Machine Learning","	?","	?","	?","	?","	?","	?"
Aha, D.W.," D. Kibler & Albert M.K.	Instance-Based Learning Algorithms","	6","	pp. 37-66.	?","	Machine Learning","	?","	?","	?","	?","	?","	?","	?","	?"
Aha, D.W.," D. Kibler & Albert M.K.	Instance-Based Learning Algorithms","	6","	pp. 37-66.	?","	Machine Learning","	?","	?","	?","	?","	?","	?","	?","	?"
Aha, D.W., Kibler, D., & Albert," M.K.	Instance-based learning algorithms","	6","	37-66.	?","	Machine Learning","	?","	?","	?","	?","	?"
Aha, D.W., Kibler, D., & Albert," M.K.	Instance-based learning algorithms","	6","	37-66.	?","	Machine Learning","	?","	?","	?","	?","	?"
Aha, D.W., Kibler, D., & Albert," M.K.	Instance-based learning algorithms","	6","	37-66.	?","	Machine Learning","	?","	?","	?","	?","	?"
Aha, D.W., Kibler, D., & Albert," M.K.	Instance-based learning algorithms.	6","	37-66.	?","	Machine Learning","	?","	?","	?","	?","	?","	?"
Aha, David W., Dennis Kibler," Albert Marc K.	Instance-Based Learning Algorithms.	6","	pp. 37-66.	?","	Machine Learning","	?","	?","	?","	?","	?","	?","	?","	?"
Aha, David W., Dennis Kibler, Marc K. Albert,"	Instance-Based Learning Algorithms","	vol. 6	pp. 37-66.	?","	Machine Learning","	?","	?","	?","	?","	?","	?","	?"
Aha, David W., Dennis Kibler, Marc K. Albert,"	Instance-Based Learning Algorithms","	vol.6","	pp. 37-66.	?","	Machine Learning","	?","	?","	?","	?","	?","	?"
Aha, David W., Dennis Kibler, Marc K. Albert,"	Instance-Based Learning Algorithms","	vol.6","	pp. 37-66.	?","	Machine Learning","	?","	?","	?","	?","	?","	?"
Aha, David W., Dennis Kibler, and Marc K. Albert,"	Instance-Based Learning Algorithms.	Vol6","	pp. 37-66.	?","	Machine Learning","	?","	?","	?","	?","	?","	?","	?"
Aha, David W., Dennis Kibler, and Marc K. Albert,"	Instance-Based Learning Algorithms.	Vol.6	pp. 37-66.	?","	Machine Learning","	?","	?","	?","	?","	?","	?","	?","	?"
Aha, David W., Dennis Kibler, and Marc K. Albert,"	Instance-Based Learning Algorithms.	Vol.6","	pp. 37-66.	?","	Machine Learning","	?","	?","	?","	?","	?","	?","	?"
Aha, David W., Kibler, Dennis, & Albert," Marc K.	Instance-Based Learning Algorithms.	6(1)","	37-66.	?","	Machine Learning","	?","	?","	?","	?","	?","	?"
D. Aha, D. Kibler, and M. Albert,"	""-""Instance-based learning algorithms",-?,"	vol. 6","	pp. 37-66","	?","	Machine Learning","	?","	?","	?","	?","	?"
D. Aha, D. Kibler, and M. Albert,"	""-""Instance-based learning algorithms","	vol. 6","	pp. 37-66","	?","	""-"" Machine Learning","	?","	?","	?","	?","	?","	?"
Aha, D., Kibler, D. and Albert," M.:	Instance-Based Learning Algorithms.	6","	37-66.	?","	Machine Learning	?","	?","	?","	?","	?","	?","	?","	?"
Aha, D.W., Kibler, D., and Albert,"	M.K. Instance-Based Learning Algorithms.	6","	37-66.	?","	Machine Learning","	?","	?","	?","	?","	?","	?"
Aha, D.W., Kibler, D., and Albert,"	M.K. Instance-Based Learning Algorithms.	6","	37-66.	?","	Machine Learning","	?","	?","	?","	?","	?","	?"
Aha, D.W., Kibler, D., and Albert,"	M.K. Instance-Based Learning Algorithms.	6","	37-66.	?","	Machine Learning","	?","	?","	?","	?","	?","	?"
Aha, D.W., Kibler, D., and Albert," M.K.	Instance-Based Learning Algorithms.	6","	37-66.	?","	Machine Learning","	?","	?","	?","	?","	?","	?"
Aha, D.W., Kibler, D., and Albert," M.K.	Instance-Based Learning Algorithms.	6","	37-66.	?","	Machine Learning","	?","	?","	?","	?","	?","	?"
D. Aha, D. Kibler, and M. Albert,"	""-""Instance-based learning algorithms- ?","	vol. 6","	?","	?","	Machine Learning","	?","	?","	?","	?","	?","	?"
D. Aha, D. Kibler, and M. Albert,"	""-""Instance-based learning algorithms- ?","	vol. 6", no. 1,"	?","	?","	Machine Learning","	?","	?","	?","	?","	?"
D. Aha, D. Kibler, and M. Albert,"	""-""Instance-based learning algorithms- ?","	vol. 6", no. 1,"	?","	?","	Machine Learning","	?","	?","	?","	?","	?"
D. Aha, D. Kibler, and M. Albert,"	""-""Instance-based learning algorithms- ?","	vol. 6", no. 1,"	?","	?","	Machine Learning","	?","	?","	?","	?","	?"
D. W. Aha, D. Kibler," and M. K. Albert.	Instance-based learning algorithms.	6","	?","	?","	Machine Learning","	?","	?","	?","	?","	?","	?","	?","	?"
D.W. Aha, D. Kibler, and M.K. Albert,"	`Instance-Based Learning Algorithms-","	6","	37-66","	?","	Machine Learning","	?","	?","	?","	?","	?","	?"
D.W. Aha, D. Kibler," and M.K. Albert.	Instance-based learning algorithms.	6","	?","	?","	Machine Learning","	?","	?","	?","	?","	?","	?","	?","	?"
Aha, David W., Dennis Kibler, Marc K. Albert,"	Instance-Based Learning Algorithms","	vol. 6","	pp. 37-66.	?","	Machine Learning","	?","	?","	?","	?","	?","	?"
Aha, David W., Dennis Kibler, Marc K. Albert,"	Instance-Based Learning Algorithms","	vol. 6","	pp. 37-66.	?","	Machine Learning","	?","	?","	?","	?","	?","	?"
D. W. Aha, D. Kibler," and M. K. Albert.	Instance-based learning algorithms.	6","	?","	?","	Machine Learning","	?","	?","	?","	?","	?","	?","	?","	?"
Aha, David W., Dennis Kibler, Marc K. Albert,"	Instance-Based Learning Algorithms","	vol. 6","	pp. 37-66.	?","	Machine Learning","	?","	?","	?","	?","	?","	?"
Aha, David W., Dennis Kibler, Marc K. Albert,"	Instance-Based Learning Algorithms","	vol. 6","	pp. 37-66.	?","	Machine Learning","	?","	?","	?","	?","	?","	?"
Aha, D. , Kibler, D. , and Albert," M. K.	Instance-Based Learning Algorithms.	vol.6 (1).	?","	?","	Machine Learning","	?","	?","	?","	?","	?","	?"
D. Aha, D. Kibler," and M. Albert.	Instance-based learning algorithms.	6(1)","	?","	?","	Machine Learning","	?","	?","	?","	?","	?","	?","	?","	?"
Aha, D.W., Kibler, D., and Albert," M.K.	Instance-Based Learning Algorithms.	6","	37-66.	?","	Machine Learning","	?","	?","	?","	?","	?","	?"
D. Aha, D. Kibler," and M. Albert.	Instance-based learning algorithms.	6(1)","	?","	?","	Machine Learning","	?","	?","	?","	?","	?","	?","	?","	?"
D. Aha, D. Kibler," and M. Albert.	Instance-based learning algorithms.	6(1)","	?","	?","	Machine Learning","	?","	?","	?","	?","	?","	?","	?","	?"
David W. Aha, Dennis Kibler," and Marc K. Albert.	Instance-based learning algorithms.	6(1)","	?","	?","	Machine Learning","	?","	?","	?","	?","	?","	?","	?","	?"
Aha, D. W., Kibler, D., & Albert," M.	Instance-based learning algorithms.	7","	37-66.	?","	Machine Learning","	?","	?","	?","	?","	?","	?"
Aha, D. W., Kibler, D., & Albert," M.	`Instance-based learning algorithms-.	7","	37-66.	?","	Machine Learning","	?","	?","	?","	?","	?","	?"
Dasarathy," B. V.	Nearest Neighbor(NN) Norms	?","	?","	?","	?","	Los Alamitos", California:IEEE Computer Society Press. 18 Data,"	?","	?","	?","	?","	?","	?","	?"
D. Kibler, D.W. Aha," and M.K. Albert:	Instance-based prediction of real-valued attributes","	5","	51-57","	?","	Computational Intelligence","	?","	?","	?","	?","	?","	?","	?"
D. Kibler, D.W. Aha," and M.K. Albert:	Instance-based prediction of real-valued attributes","	5","	51-57","	?","	Computational Intelligence","	?","	?","	?","	?","	?","	?","	?"
Kibler, D. Aha, D. W. & Albert," M.	Instance-based prediction of real-valued attributes.	5","	51-57	?","	Computational Intelligence","	?","	?","	?","	?","	?","	?","	?","	?"
D. Kibler, D. Aha," and M. K. Albert.	Instance-based learning algorithms.	6(1)","	?","	?","	Machine Learning","	?","	?","	?","	?","	?","	?","	?","	?"
Pazzani, M. J., & Kibler," D.	The utility of knowledge in inductive learning.	9","	57-94.	?","	Machine Learning","	?","	?","	?","	?","	?","	?","	?","	?"
Pazzani, M. J., & Kibler," D.	The utility of knowledge in inductive learning.	9","	57-94.	?","	Machine Learning","	?","	?","	?","	?","	?","	?","	?","	?"
Pazzani, M. J., & Kibler," D.	The utility of knowledge in inductive learning.	9","	57-94.	?","	Machine Learning","	?","	?","	?","	?","	?","	?","	?","	?"
Pazzani, M., & Kibler," D.	The role of prior knowledge in inductive learning.	?","	?","	?","	Machine Learning.	?","	?","	?","	?","	?","	?","	?","	?"
Pazzani, M., & Kibler," D.	The utility of background knowledge in inductive learning.	9","	57-94.	?","	Machine Learning","	?","	?","	?","	?","	?","	?","	?","	?"
Pazzani, M., & Kibler," D.	The utility of background knowledge in inductive learning.	9","	57-94.	?","	Machine Learning","	?","	?","	?","	?","	?","	?","	?","	?"
Pazzani, M., & Kibler," D.	The utility of background knowledge in inductive learning.	9","	57-94.	?","	Machine Learning","	?","	?","	?","	?","	?","	?","	?","	?"
Pazzani, M., & Kibler," D.	The utility of background knowledge in inductive learning.	9","	57-94.	?","	Machine Learning","	?","	?","	?","	?","	?","	?","	?","	?"
Pazzani, M., & Kibler," D.	The utility of knowledge in inductive learning .	9","	57-94.	?","	Machine Learning","	?","	?","	?","	?","	?","	?","	?","	?"
Pazzani, M., & Kibler," D.	The utility of knowledge in inductive learning.	9 (1)","	57-94.	?","	Machine Learning","	?","	?","	?","	?","	?","	?","	?","	?"
Pazzani, M., & Kibler," D.	The utility of knowledge in inductive learning.	9 (1)","	57-94.	?","	Machine Learning","	?","	?","	?","	?","	?","	?","	?","	?"
Pazzani, M., & Kibler," D.	The utility of knowledge in inductive learning.	9 (1).	?","	?","	Machine Learning","	?","	?","	?","	?","	?","	?","	?","	?"
Pazzani, M., & Kibler," D.	The utility of knowledge in inductive learning.	9 (1).	?","	?","	Machine Learning","	?","	?","	?","	?","	?","	?","	?","	?"
Pazzani, M., & Kibler," D.	The utility of knowledge in inductive learning.	9 (1).	?","	?","	Machine Learning","	?","	?","	?","	?","	?","	?","	?","	?"
Pazzani, M., & Kibler," D.	The utility of knowledge in inductive learning.	9 (1).	?","	?","	Machine Learning","	?","	?","	?","	?","	?","	?","	?","	?"
Pazzani, M., & Kibler," D.	The utility of knowledge in inductive learning.	9","	(57-94).	?","	Machine Learning","	?","	?","	?","	?","	?","	?","	?","	?"
Pazzani, M., & Kibler," D.	The utility of knowledge in inductive learning.	9","	57-94.	?","	Machine Learning","	?","	?","	?","	?","	?","	?","	?","	?"
Pazzani, M., & Kibler," D.	The utility of knowledge in inductive learning.	9","	57-94.	?","	Machine Learning","	?","	?","	?","	?","	?","	?","	?","	?"
Pazzani, M., & Kibler," D.	The utility of knowledge in inductive learning.	9","	57-94.	?","	Machine Learning","	?","	?","	?","	?","	?","	?","	?","	?"
Pazzani, M., & Kibler," D.	The utility of knowledge in inductive learning.	9","	57-94.	?","	Machine Learning","	?","	?","	?","	?","	?","	?","	?","	?"
Pazzani, M., & Kibler," D.	The utility of knowledge in inductive learning.	9","	57-94.	?","	Machine Learning","	?","	?","	?","	?","	?","	?","	?","	?"
Pazzani, M., & Kibler," D.	The utility of knowledge in inductive learning.	9","	57-94.	?","	Machine Learning","	?","	?","	?","	?","	?","	?","	?","	?"
Pazzani, M., & Kibler," D.	The utility of knowledge in inductive learning.	9","	57-94.	?","	Machine Learning","	?","	?","	?","	?","	?","	?","	?","	?"
Pazzani, M., & Kibler," D.	The utility of knowledge in inductive learning.	9","	57-94.	?","	Machine Learning","	?","	?","	?","	?","	?","	?","	?","	?"
Pazzani, M., & Kibler," D.	The utility of knowledge in inductive learning.	9","	57-94.	?","	Machine Learning","	?","	?","	?","	?","	?","	?","	?","	?"
Pazzani, M., & Kibler," D.	The utility of knowledge in inductive learning.	9","	57-94.	?","	Machine Learning","	?","	?","	?","	?","	?","	?","	?","	?"
Pazzani, M., & Kibler," D.	The utility of knowledge in inductive learning.	9","	57-94.	?","	Machine Learning","	?","	?","	?","	?","	?","	?","	?","	?"
Pazzani, M., & Kibler," D.	The utility of knowledge in inductive learning.	9","	57-94.	?","	Machine Learning","	?","	?","	?","	?","	?","	?","	?","	?"
Pazzani, M., & Kibler," D.	The utility of knowledge in inductive learning.	9","	57-94.	?","	Machine Learning","	?","	?","	?","	?","	?","	?","	?","	?"
