address,authors,authors_original,booktitle,date,editor,editors_original,id,institution,journal,month,note,pages,publisher,tech,title,type,volume,year
,thrun s bala j bloedorn e bratko i cestnik b cheng j de jong k dzeroski s fisher d fahlman s hamann r kaufman k 8 keller s kononenko i kreuziger j michalski r mitchell t pa chowicz p reich y vafaie h van de welde w wenzel w wnek j and zhang j ,thrun s bala j bloedorn e bratko i cestnik b cheng j de jong k dzeroski s fisher d fahlman s hamann r kaufman k 8 keller s kononenko i kreuziger j michalski r mitchell t pa chowicz p reich y vafaie h van de welde w wenzel w wnek j and zhang j ,,9,,,506,school of computer science carnegie mellon university ,,,,,,cmu cs 91 197 ,the monk s problems a performance comparison of different learning algorithms ,,,
,s b thrun j bala e bloedorn i bratko b cestnik j cheng k de jong s dze roski s e fahlman d fisher r hamann k kaufaman s keller i kononenko j kreusiger r s michalski t mitchell p pachowitz y reich h vafaic w van de weldel w wenzel j wnek and j zhang ,s b thrun j bala e bloedorn i bratko b cestnik j cheng k de jong s dze roski s e fahlman d fisher r hamann k kaufaman s keller i kononenko j kreusiger r s michalski t mitchell p pachowitz y reich h vafaic w van de weldel w wenzel j wnek and j zhang ,,1991 ,,,507,carnegie mellon university ,,,,,,technical report cmu cs 91 197 ,the monk s problems a performance comparison of different learning algorithms ,,,
,s b thrun j bala e bloedorn i bratko b cestnik j cheng k de jong s dze roski s e fahlman d fisher r hamann k kaufaman s keller i kononenko j kreusiger r s michalski t mitchell p pachowitz y reich h vafaic w van de weldel w wenzel j wnek and j zhang ,s b thrun j bala e bloedorn i bratko b cestnik j cheng k de jong s dze roski s e fahlman d fisher r hamann k kaufaman s keller i kononenko j kreusiger r s michalski t mitchell p pachowitz y reich h vafaic w van de weldel w wenzel j wnek and j zhang ,,1991 ,,,508,carnegie mellon university ,,,,,,technical report cmu cs 91 197 ,the monk s problems a performance comparison of different learning algorithms ,,,
,thrun s bala j bloedorn e bratko i cestnik b cheng j de jong k dzeroski s fisher d fahlman s hamann r kaufman k keller s kononenko i kreuziger j michalski r mitchell t pa chowicz p reich y vafaie h van de welde w wenzel w wnek j and zhang j ,thrun s bala j bloedorn e bratko i cestnik b cheng j de jong k dzeroski s fisher d fahlman s hamann r kaufman k keller s kononenko i kreuziger j michalski r mitchell t pa chowicz p reich y vafaie h van de welde w wenzel w wnek j and zhang j ,, 1991 ,,,509,school of computer science carnegie mellon university ,,,,,,cmu cs 91 197 ,the monk s problems a performance comparison of different learning algorithms ,,,
,s b thrun j bala e bloedorn i bratko b cestnik j cheng k de jong s dzeroski s e fahlman d fisher r hamann k kaufaman s keller i kononenko j kreusiger r s michalski t mitchell p pachowitz y reich h vafaic w van de weldel w wenzel j wnek and j zhang ,s b thrun j bala e bloedorn i bratko b cestnik j cheng k de jong s dzeroski s e fahlman d fisher r hamann k kaufaman s keller i kononenko j kreusiger r s michalski t mitchell p pachowitz y reich h vafaic w van de weldel w wenzel j wnek and j zhang ,,1991 ,,,510,carnegie mellon university ,,,,,,technical report cmu cs 91 197 ,the monk s problems a performance comparison of different learning algorithms ,,,
,s b thrun j bala e bloedorn i bratko b cestnik j cheng k de jong s dzeroski s e fahlman d fisher r hamann k kaufman s keller i kononenko j kreuziger r s michalski t mitchell p pachowicz y reich h vafaie w van de weldel w wenzel j wnek and j zhang ,s b thrun j bala e bloedorn i bratko b cestnik j cheng k de jong s dzeroski s e fahlman d fisher r hamann k kaufman s keller i kononenko j kreuziger r s michalski t mitchell p pachowicz y reich h vafaie w van de weldel w wenzel j wnek and j zhang ,,1991 ,,,511,carnegie mellon university ,,,,,,technical report cmu cs 91 197 ,the monk s problems a performance comparison of different learning algorithms ,,,
,s b thrun j bala e bloedorn i bratko b cestnik j cheng k de jong s dzeroski s e fahlman d fisher r hamann k kaufman s keller i kononenko j kreuziger r s michalski t mitchell p pachowicz y reich h vafaie w van de weldel w wenzel j wnek and j zhang ,s b thrun j bala e bloedorn i bratko b cestnik j cheng k de jong s dzeroski s e fahlman d fisher r hamann k kaufman s keller i kononenko j kreuziger r s michalski t mitchell p pachowicz y reich h vafaie w van de weldel w wenzel j wnek and j zhang ,,1991 ,,,512,carnegie mellon university ,,,,,,technical report cmu cs 91 197 ,the monk s problems a performance comparison of different learning algorithms ,,,
,thrun s b bala j bloedorn e bratko i cestnik b cheng j de jong k d zeroski s fahlman s e fisher d hamann r kauf man k keller s kononenko i kreuziger j michalski r s mitchell t pachowicz p reich y vafaie h van de velde w wenzel w wnek j and zhang j ,thrun s b bala j bloedorn e bratko i cestnik b cheng j de jong k d zeroski s fahlman s e fisher d hamann r kauf man k keller s kononenko i kreuziger j michalski r s mitchell t pachowicz p reich y vafaie h van de velde w wenzel w wnek j and zhang j ,, 1991 ,,,513,carnegie mellon university ,,,,,,technical report cmu cs 91 197 ,the monk s problems a performance comparison of different learning algorithms ,,,
,s b thrun j bala e bloedorn i bratko b cestnik j cheng k de jong s dzeroski s e fahlman d fisher r hamann k kauf man s keller i kononenko j kreuziger r s michalski t mitchell p pachowicz y reich h vafaie w van de welde w wenzel j wnek and j zhang ,s b thrun j bala e bloedorn i bratko b cestnik j cheng k de jong s dzeroski s e fahlman d fisher r hamann k kauf man s keller i kononenko j kreuziger r s michalski t mitchell p pachowicz y reich h vafaie w van de welde w wenzel j wnek and j zhang ,,1991 ,,,514,carnegie mellon university ,,,,,,technical report cmu cd 91 197 ,the monk s problems a performance comparison of different learning algorithms ,,,
,s b thrun j bala e bloedorn i bratko b cestnik j cheng k de jong s dzeroski s e fahlman d fisher r hamann k kaufman s keller i kononenko j kreuziger r s michalski t mitchell p pachowicz y reich h vafaie w van de welde w wenzel j wnek and j zhang ,s b thrun j bala e bloedorn i bratko b cestnik j cheng k de jong s dzeroski s e fahlman d fisher r hamann k kaufman s keller i kononenko j kreuziger r s michalski t mitchell p pachowicz y reich h vafaie w van de welde w wenzel j wnek and j zhang ,,1991 ,,,515,carnegie mellon university ,,,,,,tech report cmu cd 91 197 ,the monk s problems a performance comparison of different learning algorithms ,,,
pittsburgh pa ,s b thrun j bala e bloedorn i bratko b cestnik j cheng k de jong s dzeroski s e fahlman d fisher r hamann k kaufman s keller i kononenko j kreuziger r s michalski t mitchell p pachowicz y reich h vafaie w van de welde w wenzel j wnek and j zhang ,s b thrun j bala e bloedorn i bratko b cestnik j cheng k de jong s dzeroski s e fahlman d fisher r hamann k kaufman s keller i kononenko j kreuziger r s michalski t mitchell p pachowicz y reich h vafaie w van de welde w wenzel j wnek and j zhang ,,,,,516,department of computer science carnegie mellon university ,,,,,,technical report cmu cd 91 197 ,the monk s problems a performance comparison of different learning algorithms ,,,
,s b thrun j bala e bloedorn i bratko b cestnik j cheng k de jong s dzeroski s e fahlman d fisher r hamann k kaufman s keller i kononenko j kreuziger r s michalski t mitchell p pachowitz y reich h vafaie w van de welde w wenzel j wnek and j zhang ,s b thrun j bala e bloedorn i bratko b cestnik j cheng k de jong s dzeroski s e fahlman d fisher r hamann k kaufman s keller i kononenko j kreuziger r s michalski t mitchell p pachowitz y reich h vafaie w van de welde w wenzel j wnek and j zhang ,,1991 ,,,517,carnegie mellon university ,,,,,,technical report cmu cs 91 197 ,the monk s problems a performance comparison of differ ent learning algorithms ,,,
pittsburgh pa ,thurn s b bala j bloedorn e bratko i cestnik b cheng j jong k d dzeroski s fahlman s e fisher d hamann r kaufman k keller s kononenko i kreuziger j michalski r s mitchell t pachowicz p reich y vafaie h de welde w v wenzel w wnek j and zhang j ,thurn s b bala j bloedorn e bratko i cestnik b cheng j jong k d dzeroski s fahlman s e fisher d hamann r kaufman k keller s kononenko i kreuziger j michalski r s mitchell t pachowicz p reich y vafaie h de welde w v wenzel w wnek j and zhang j ,,1990 ,editors ,,518,carnegie mellon university ,,,also available as ftp ics uci edu pub machine learning databases monks problems thrun comparison ps z ,,,technical reportcmu cs 91 197 ,the monk s problems a performance comparison of different learning algorithms ,,,
,thurn s b bala j bloedorn e bratko i cestnik b cheng j de jong k dzeroski s fahlman s e fisher d hamann r kaufman k keller s kononenko i kreuziger j michalski r s mitchell t pachowicz p reich y vafaie h van de welde w wenzel w wnek j and zhang j ,thurn s b bala j bloedorn e bratko i cestnik b cheng j de jong k dzeroski s fahlman s e fisher d hamann r kaufman k keller s kononenko i kreuziger j michalski r s mitchell t pachowicz p reich y vafaie h van de welde w wenzel w wnek j and zhang j ,,1991 ,,,519,carnegie mellon university ,,,the training and test data sets for the monk s problems are available at the ftp site ics uci edu,,,cmu cs 91 197 , the monk s problems a performance comparison of different learning algorithms ,,,
berlin germany ,vitek j horspool r n and uhl j s ,vitek j horspool r n and uhl j s ,proceedings of the fourth international conference on compiler construction ,1992 ,in kastens u and pfahler p eds ,,520,,,,volume 641 of lecture notes in computer science paderborn germany oct ,pp 236 250 ,springer verlag ,,compile time analysis of object oriented programs ,,,
,walter j henke fahle s bonhoeffer f ,walter j henke fahle s bonhoeffer f ,development 101 ,,,,521,,,,,909 913 ,,,1987 avoidance of posterior tectal membranes by temporal retinal axons ,,,
,weiss y edelman s and fahle m ,weiss y edelman s and fahle m ,, 1993 ,,,522,,neural computation ,,,695 718 9,,,models of perceptual learning in vernier hyperacuity ,,5,
,weiss y edelman s and fahle m ,weiss y edelman s and fahle m ,, 1993 ,,,523,,neural computation ,,,695 718 ,,,models of perceptual learning in vernier hyperacuity ,,5,
,weiss y edelman s and fahle m ,weiss y edelman s and fahle m ,, 1993 ,,,524,,neural computation ,,,695 718 ,,,models of perceptual learning in vernier hyperacuity ,,5,
,weiss y edelman s and fahle m ,weiss y edelman s and fahle m ,, 1993 ,,,525,,neural computation ,,,695 718 ,,,models of perceptual learning in vernier hyperacuity ,,5,
,weiss y edelman s and fahle m ,weiss y edelman s and fahle m ,, 1993 ,,,526,,neural computation ,,,695 718 ,,,models of perceptual learning in vernier hyperacuity ,,5,
,weiss y edelman s and fahle m ,weiss y edelman s and fahle m ,, 1993 ,,,527,,neural computation ,,,695 718 ,,,models of perceptual learning in vernier hyperacuity ,,5,
,white m fahlman s e ,white m fahlman s e ,, 1994 ,,,528,,,,available by anonymous ftp to ftp cs cmu edu in the afs cs project connect bench directory ,,,,neural bench benchmark collection ,,,
 austin texas ,wholey skef and fahlman scott e ,wholey skef and fahlman scott e ,in proc 1984 acm symposium on lisp and functional programming acm sigplan sigact sigart,1984 ,,,529,,,,,150 158 ,,,the design of an instruction set for common lisp ,,,
irvine ca ,kibler d aha d w ,kibler d aha d w ,proceedings of the fourth international workshop on machine learning,,,,530,,,,, pp 24 30 ,morgan kaufmann ,,learning representative exemplars of concepts an initial case study ,,,1987
irvine ca ,kibler d aha d w ,kibler d aha d w ,in proceedings of the fourth international workshop on machine learning,,,,531,,,,, pp 24 30 ,morgan kaufmann ,,learning representative exemplars of concepts an initial case study ,,,1987
irvine ca ,kibler d aha d w ,kibler d aha d w ,in proceedings of the fourth international workshop on machine learning,,,,532,,,,,pp 24 30 ,morgan kaufmann ,,learning representative exemplars of concepts an initial case study ,,,1987
irvine ca ,kibler d aha d w ,kibler d aha d w ,in proceedings of the fourth international workshop on machine learning,,,,533,,,,, pp 24 30 ,morgan kaufmann ,,learning representative exemplars of concepts an initial case study ,,,1987
irvine ca ,kibler d aha d w ,kibler d aha d w ,in proceedings of the fourth international workshop on machine learning,,,,534,,,,,pp 24 30,morgan kaufmann ,,learning representative exemplars of concepts an initial case study ,,,1987
,kibler d and aha d ,kibler d and aha d ,in proceedings of the 4th international workshop on machine learning ,,,,535,,,,,24 30 ,,,learning representative exemplars of concepts an initial case study ,,,1987
,kibler d and aha d ,kibler d and aha d ,in proceedings of the 4th international workshop on machine learning ,,,,536,,,,,24 30 ,,,learning representative exemplars of concepts an initial case study ,,,1987
irvine ca ,kibler d and aha d w ,kibler d and aha d w ,in proceedings of the fourth international workshop on machine learning ,,,,537,,,,,24 30 ,morgan kaufmann ,,learning representative exemplars of concepts an initial case study ,,,1987
irvine ca ,kibler d and aha d w ,kibler d and aha d w ,in proceedings of the fourth international workshop on machine learning ,,,,538,,,,,24 30 ,morgan kaufmann ,,learning representative exemplars of concepts an initial case study ,,,1987
irvine ca ,kibler d and aha david w ,kibler d and aha david w ,proceedings of the fourth international workshop on machine learning ,,,,539,,,,,pp 24 30 ,morgan kaufmann ,,learning representative exemplars of concepts an initial case study ,,,1987
irvine ca ,kibler d and david w aha ,kibler d and david w aha ,proceedings of the fourth international workshop on machine learning ,,,,540,,,,,pp 24 30 ,morgan kaufmann ,,learning representative exemplars of concepts an initial case study ,,,1987
